"in3d","V1","V2","V3"
0,-2.50920162940724,-0.513844423717975,-0.304128266231615
0,0.330010201106913,1.56366906853387,-1.13675110186231
1,0.518045559024829,1.04126228525231,0.214176100528917
0,0.555800415202333,-0.393047976981637,0.0361660222794675
0,-0.564375073928613,1.8548725415571,1.2293062607219
1,0.872218112192026,-0.913338097549693,0.205832327025071
0,-0.805130805672978,0.232090544692686,0.173020500273351
1,-1.11935245035804,0.962868361224212,-0.0177177594149313
0,-0.594599693908397,-1.17724139502112,-1.62483889129191
0,-0.428105913630181,0.192247208618345,-0.700607590800931
1,-0.0581294513120749,1.58920223870251,0.403354675974836
0,-1.80576467139664,1.39948964659462,0.199075967050545
0,-0.883503634426793,0.506620360249604,0.711127091238981
0,-0.676688095894593,0.700111597803645,-0.317774862774614
0,0.0378758599951298,-0.627397818483278,0.66194025636767
0,-1.69542973766337,-1.64771066139023,-1.42095182967141
0,1.47509992094223,-2.03812322793226,1.58689410472105
0,0.42007754129658,0.50699722147888,-0.0956233645304063
0,-0.164310360618871,-0.720391644696671,0.614260219677568
0,0.893851982286646,-2.00588949410134,0.0258841669494492
0,-0.303123146974275,0.729414355039114,-0.522183309000734
0,0.535320042163143,-0.177996104720384,0.933635290524364
0,-0.610394226229022,-0.0646775287847355,1.01858624566359
0,-0.546047449434724,-0.487309066302016,0.668538520423612
0,0.735617675959412,0.720617334785053,-0.259595067726933
0,-1.01746887601261,-0.588992731465828,0.367434185977087
0,-0.455028534345575,-1.04558085062089,-2.22668002795257
0,-1.71779960133525,-0.841653686637376,1.45695732018315
0,0.146276133968434,-2.75621786938702,-0.16816116999333
0,-0.00580326716618734,2.04419373309697,-0.036107297458525
0,-2.09924757903389,0.226204364225194,-1.93596568622748
0,0.207591961599865,0.610226268203037,1.13482216945535
0,0.978213191510386,1.98789930077505,-1.89914292773203
0,0.594092482428124,-0.671016133571815,-0.624002260071937
0,0.0944377095040726,1.07353172579552,-0.982683476624136
1,0.16449092496189,-1.37146024415746,0.187125270507322
1,1.33388335812321,1.17299050277768,0.181632863944295
0,0.811520165381051,-1.47458708087505,0.418745787817851
1,0.766230097826859,-0.796795129557818,0.14442544542943
0,-0.285689804415942,0.384645659947272,-0.405819537254356
0,1.28224914425947,-0.10443324338053,-0.508394249955068
0,-0.390920250132472,0.496445599593536,-0.254949955273768
0,-1.02740882411666,0.955076182661242,1.92222074009151
1,0.420406008889488,1.61106438048234,-0.161859312746455
1,-0.708867006628052,-0.911156718569748,-0.196378639383217
0,-1.57942476772145,-0.351092964042257,-0.481628563134841
0,0.374736964419665,-0.693902707872248,0.407437812411069
0,-0.614736914271771,0.852827832241732,0.128342272783406
0,-0.991804716549625,-2.41813451138833,-0.158403651153286
0,-0.591304862321946,0.881446025644843,-0.264067335670234
0,-0.383488148984911,0.741506637,0.0144755954457093
0,0.230942389140843,1.0169526017929,-0.715992782881466
1,1.29911313895372,0.552250837165239,-0.0459962669260101
0,0.0789407750012095,1.08382001574814,1.44603920314758
1,-0.813976039333974,-1.48030931823742,0.386706133039723
